Date,Hong Kong MarketValueUSD,Hong Kong Count,United States MarketValueUSD,United States Count,Europe MarketValueUSD,Europe Count,Australia MarketValueUSD,Australia Count,Canada MarketValueUSD,Canada Count
2022-03-18,1024469.08,1.00,95142617.34,40,1039595.75,1.00,,,,
2022-03-21,1027650.66,1.00,97272938.60,46,1077549.23,1.00,,,,
2022-03-22,1094499.65,1.00,104907106.93,42,1151684.66,1.00,,,,
2022-03-23,1145356.64,1.00,106167472.96,42,1176682.56,1.00,,,,
2022-03-24,1187195.54,1.00,113042159.15,42,1227021.62,1.00,,,,
2022-03-25,1218188.66,1.00,113777966.93,42,1228349.52,1.00,,,,
2022-03-28,1248044.03,1.00,122990731.99,46,1033844.69,1.00,,,,
2022-03-29,1183906.48,1.00,127468233.76,42,884197.19,1.00,,,,
2022-03-30,1308839.16,1.00,132319150.86,42,604023.38,1.00,,,,
2022-03-31,1307815.03,1.00,136924170.65,42,295803.07,1.00,,,,
2022-04-01,1405402.35,1.00,136548282.69,42,0.00,1.00,,,,
2022-04-04,1351920.98,1.00,138087542.78,48,,,,,,
2022-04-05,1351920.98,1.00,134262046.32,38,,,,,,
2022-04-06,1341256.55,1.00,119160089.39,38,,,,,,
2022-04-07,1207578.33,1.00,113626409.01,37,,,,,,
2022-04-08,1158927.51,1.00,112969350.74,37,,,,,,
2022-04-11,1127185.73,1.00,110847582.95,44,,,,,,
2022-04-12,1143409.31,1.00,107782328.26,38,,,,,,
2022-04-13,1080128.39,1.00,109167067.22,38,,,,,,
2022-04-14,1093220.96,1.00,108864885.78,37,,,,,,
2022-04-15,1093220.96,1.00,108864885.78,37,,,,,,
2022-04-18,1093220.96,1.00,105274916.53,41,,,,,,
2022-04-19,1005588.68,1.00,105653023.86,37,,,,,,
2022-04-20,1020483.22,1.00,110373944.04,36,,,,,,
2022-04-21,1081982.34,1.00,109184568.52,36,,,,,,
2022-04-22,1130530.78,1.00,93478157.12,36,,,,,,
2022-04-25,932490.16,1.00,76673273.95,38,,,,,,
2022-04-26,827668.80,1.00,78118866.16,32,,,,,,
2022-04-27,902756.40,1.00,75815498.82,31,,,,,,
2022-04-28,871062.34,1.00,77692694.65,31,,,,,,
2022-04-29,885445.80,1.00,69279063.75,31,,,,,,
2022-05-02,885445.80,1.00,57988562.06,37,,,,,,
2022-05-03,641992.04,1.00,58331159.48,34,,,,,,
2022-05-04,661924.79,1.00,60474360.41,34,,,,,,
2022-05-05,663674.76,1.00,59184728.62,34,,,,,,
2022-05-06,0.00,1.00,48821348.80,35,,,,,,
2022-05-09,,,45243424.38,37,,,,,,
2022-05-10,,,39503590.44,33,,,,,,
2022-05-11,,,36450006.70,33,,,,,,
2022-05-12,,,36270908.46,33,,,,,,
2022-05-13,,,37884583.71,33,,,,,,
2022-05-16,,,37874724.63,36,,,,,,
2022-05-17,,,40622111.29,36,,,,,,
2022-05-18,,,39184923.23,31,,,,,,
2022-05-19,,,35014376.72,33,,,,,,
2022-05-20,,,35286110.41,31,,,,,,
2022-05-23,,,38046110.38,40,,,,,,
2022-05-24,,,37626561.54,31,,,,,,
2022-05-25,,,39616296.32,31,,,4753.23,1.00,,
2022-05-26,,,42244827.90,31,,,4760.67,1.00,,
2022-05-27,,,43611414.43,31,,,5147.93,1.00,,
2022-05-30,,,43611414.43,31,,,5174.26,1.00,,
2022-05-31,,,43712214.30,35,,,5155.37,1.00,,
2022-06-01,,,48367184.56,32,,,5429.72,1.00,,
2022-06-02,,,51385811.41,32,,,2816.79,1.00,,
2022-06-03,,,50627124.62,31,,,2935.48,1.00,,
2022-06-06,,,50845709.81,35,,,0.00,1.00,,
2022-06-07,,,54855672.24,29,,,,,,
2022-06-08,,,56301633.18,29,,,,,,
2022-06-09,,,57140088.68,29,,,,,,
2022-06-10,,,51247585.18,29,,,,,,
2022-06-13,,,45720851.44,36,,,,,,
2022-06-14,,,37064740.29,31,,,,,,
2022-06-15,,,37548971.24,32,,,,,,
2022-06-16,,,37668080.61,31,,,,,,
2022-06-17,,,37765902.23,31,,,,,,
2022-06-21,,,40339032.29,38,,,,,,
2022-06-22,,,40017906.05,31,,,,,,
2022-06-23,,,42354496.10,31,,,,,,
2022-06-24,,,45677565.48,31,,,,,,
2022-06-27,,,49709931.33,35,,,,,,
2022-06-28,,,48665952.68,30,,,,,,
2022-06-29,,,48178156.12,30,,,,,,
2022-06-30,,,44495891.32,30,,,,,,
2022-07-01,,,43301092.37,31,,,,,,
2022-07-04,,,43301162.97,31,,,,,,
2022-07-05,,,41415186.88,35,,,,,,
2022-07-06,,,42352699.30,33,,,,,,
2022-07-07,,,45869921.96,32,,,,,,
2022-07-11,,,47182607.84,37,,,,,,
2022-07-12,,,46702302.53,33,,,,,,
2022-07-13,,,46248134.58,31,,,,,,
2022-07-14,,,46260456.53,31,,,,,,
2022-07-15,,,54853433.26,31,,,,,,
2022-07-18,,,63698270.37,43,,,,,,
2022-07-19,,,69301306.68,36,,,,,,
2022-07-20,,,67361188.61,36,,,,,,
2022-07-21,,,65807090.76,36,,,,,,
2022-07-22,,,78500064.89,37,,,,,,
2022-07-25,,,78166293.70,41,,,,,,
2022-07-26,,,76965818.69,38,,,,,,
2022-07-27,,,78626409.25,38,,,,,,
2022-07-28,,,70992982.86,38,,,,,6512.08,1.00
2022-07-29,,,72034432.95,38,,,,,6525.42,1.00
2022-08-01,,,72030586.94,47,,,,,6502.05,1.00
2022-08-02,,,71737150.09,35,,,,,6440.27,1.00
2022-08-03,,,72887575.01,34,,,,,6440.41,1.00
2022-08-04,,,80851165.84,35,,,,,6770.63,1.00
2022-08-05,,,83151509.64,34,,,,,6681.56,1.00
2022-08-08,,,79737048.37,39,,,,,6148.03,1.00
2022-08-09,,,79342445.88,32,,,,,6115.34,1.00
2022-08-10,,,87889937.09,33,,,,,6703.68,1.00
2022-08-11,,,89245615.29,34,,,,,6354.49,1.00
2022-08-12,,,81324234.10,34,,,,,4546.97,1.00
2022-08-15,,,81233197.71,42,,,,,3117.00,1.00
2022-08-16,,,85560601.57,34,,,,,3311.25,1.00
